extractor_version,source_file,session_id,raw_label,bot_subclass,label,trust_score,ja4_digest_present,ja4_consistency,browser,ja4,raw_userAgent,ua_length,mobile_vs_desktop,ua_is_chrome,ua_is_firefox,ua_is_edge,ua_is_safari,ua_is_opera,accept_lang_present,accept_lang_length,accept_lang_comma_count,accept_lang_q_count,sec_ch_ua_present,sec_ch_ua_length,forwarded_for_count,browser_header_score,ja4_unknown,ja4_bot_tls,ja4_modern_tls,ja4_length,ja4_prefix,ja4_entropy_proxy,ja4_is_modern,ja4_is_legacy,ja4_entropy,ja4_match,ua_ja4_mismatch,is_edge_observed,sec_ch_ua_suspicion_score,header_completeness_score,network_consistency_score,cpu_cores,device_memory,cpu_cores_missing,device_memory_missing,platform,platform_is_windows,platform_is_mac,platform_is_linux,platform_is_mobile,device_platform_mismatch,move_count,key_event_count,scroll_count,total_events,session_duration,mouse_density,key_density,path_length,straight_line_distance,straightness_ratio,mean_velocity,std_velocity,max_velocity,min_velocity,median_velocity,mean_acceleration,std_acceleration,pause_count,idle_time_mean,direction_changes,mouse_entropy,acceleration_entropy,key_press_count,avg_dwell_time,std_dwell_time,avg_flight_time,std_flight_time,key_overlap_count,backspace_count,has_backspace,multi_key_overlap,backspace_ratio,unique_dwell_ratio,typing_speed_wpm,unique_key_ratio,mouse_to_key_ratio,events_per_second,click_count,click_interval_mean,click_hold_mean,pause_ratio,scroll_to_move_ratio,_weak_signal_flag,browser_encoded,ja4_prefix_encoded,platform_encoded,bot_subclass_encoded
9.0,0,d9326121-a876-49f3-9219-d4297dd9be7c,adversarial_bot,adversarial_bot,1,0.6222688457421632,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.3187.130 Safari/537.36 Edg/122.0.1417.32",t13d1517h2_8daaf6152771_b6f405a00624,masked,134,0,0,0,1,0,0,1,2,1,1,1,2,1,3,0,0,1,36,t13d1517h2,0.4444444444444444,1,0,3.8327315156807114,1,0,0,0,2,2,8.0,16.0,0,0,Win32,1,0,0,0,0,158,24,0,182,11506.0,0.013731965930818704,0.0020858682426560054,3.7997045030351253,0.7335265503033956,0.19304831460379876,0.0007366943102165966,0.0008569013254810295,0.004936149092869462,8.955223880597686e-06,0.0004378634224633305,0.0006548432398270387,0.0008023037067871234,0,0.0,106,2.3115673790530824,2.2127947497370064,12,219.27272727272728,109.57528828003554,482.09090909090907,296.9770283572466,2,0,0,1,0.0,0.9090909090909091,12.515209455936033,0.9166666666666666,12.153846153846153,15.817834173474708,12,482.09090909090907,219.27272727272728,0.0,0.0,1,166,5,4,0
9.0,0,8b5c0c56-1e2b-46f2-86fc-18c00e0aa414,adversarial_bot,adversarial_bot,1,0.6768275623057256,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.6525.154 Safari/537.36",t13d1517h2_8daaf6152771_b6f405a00624,masked,116,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1517h2,0.4444444444444444,1,0,3.8327315156807114,1,0,0,0,2,2,8.0,8.0,0,0,Win32,1,0,0,0,0,118,28,0,146,9078.0,0.012998457810090328,0.0030843798193434676,3.142337615845241,0.5983848009433395,0.19042664223156144,0.0013571886670974815,0.002084829255039897,0.01293890644529128,1.4285714285714695e-05,0.00043131502763203835,0.001475997600449035,0.0021015914255082323,0,0.0,72,1.5503259954537385,1.8053785344639355,14,161.42857142857142,103.92353939707945,526.923076923077,489.71223285304717,1,4,1,1,0.2857142857142857,0.8571428571428571,18.506278916060808,0.8571428571428571,7.866666666666666,16.082837629433797,14,526.923076923077,161.42857142857142,0.0,0.0,1,181,5,4,0
9.0,0,0676f57f-2e83-484e-9475-dd749f766eee,adversarial_bot,adversarial_bot,1,0.6345293591463743,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.5537.37 Safari/537.36",t13d1516h2_8daaf6152771_d8a2da3f94cd,masked,115,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1516h2,0.4444444444444444,1,0,3.7817536555801703,1,0,0,0,2,2,4.0,8.0,0,0,Win32,1,0,0,0,0,107,64,0,171,6971.000000000001,0.015349304260507816,0.009180892267967292,1.7107766100950597,0.6549318514166187,0.3828272186748142,0.002072529306341602,0.002552663465347591,0.01576745064999411,2.1750638560230134e-05,0.0011365713094283404,0.001991762246508307,0.0027215376699196887,0,0.0,70,1.9031820915453062,1.8167328418801463,32,61.18750000000003,34.51216950222054,200.25806451612905,176.49745821836706,6,4,1,1,0.125,0.8125,55.085353607803754,0.625,3.242424242424242,24.53019652847511,32,200.25806451612905,61.18750000000003,0.0,0.0,1,115,4,4,0
9.0,0,025a8496-f913-43c4-8ef9-398a6a12aa74,adversarial_bot,adversarial_bot,1,0.5252032830299487,0,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.1898.189 Safari/537.36",unknown,masked,106,0,1,0,0,0,0,1,2,2,2,1,2,1,3,1,0,0,7,unknown,0.7142857142857143,0,0,2.1280852788913944,0,0,0,0,2,2,4.0,4.0,0,0,Linux x86_64,0,0,1,0,0,179,56,0,235,27512.0,0.006506251817388776,0.002035475428903751,5.408091176245751,0.45524280334783984,0.08417809325172386,0.0011715383418791888,0.0013495041925863822,0.008648186183261497,1.7450220577944704e-05,0.0006946434188751555,0.001143350281210902,0.0013372817483841418,0,0.0,112,2.215386545130712,2.473801441406065,28,243.14285714285708,126.77080395222669,905.3333333333334,748.9745582387221,5,0,0,1,0.0,0.75,12.212852573422506,0.6071428571428571,6.172413793103448,8.541727246292528,28,905.3333333333334,243.14285714285708,0.0,0.0,1,216,33,2,0
9.0,0,e858edf5-9928-4698-abce-5a193e933c15,adversarial_bot,adversarial_bot,1,0.5816595247908237,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.4758.80 Safari/537.36",t12d1208h2_9e6316305715_2dae41c691ec_b3,masked,115,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,39,t12d1208h2,0.46153846153846156,1,0,3.9384964492986376,1,0,0,0,2,2,16.0,16.0,0,0,Win32,1,0,0,0,0,237,68,0,305,7994.0,0.029647235426569926,0.00850637978483863,4.386509072329779,0.9093448465791182,0.20730490501325774,0.0020551725442251065,0.0033292243923355187,0.025044959572736385,3.395498750508668e-05,0.0008089838089207201,0.0021847059760014536,0.0034483216256621907,0,0.0,149,1.6678798125981331,1.7768312261524213,34,74.11764705882354,33.31998579362238,195.06060606060606,168.03335516532883,7,6,1,1,0.17647058823529413,0.7647058823529411,51.03827870903177,0.6176470588235294,6.771428571428571,38.15361521140856,34,195.06060606060606,74.11764705882354,0.0,0.0,1,76,0,4,0
9.0,0,242707a2-badc-44fb-ab28-5ec936d99207,adversarial_bot,adversarial_bot,1,0.5654727530646217,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.2753.116 Safari/537.36 Edg/131.0.2338.42",t12d1208h2_9e6316305715_2dae41c691ec,masked,134,0,0,0,1,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t12d1208h2,0.4722222222222222,1,0,3.863826390090815,1,0,0,0,2,2,16.0,8.0,0,0,Win32,1,0,0,0,0,117,60,0,177,15516.000000000002,0.00754060324825986,0.003866976024748646,2.5898843351235667,0.9685106091313611,0.37395902048465507,0.0009571411538738898,0.0015918046733674862,0.010025215123457693,3.928371006591498e-06,0.00041345990402618185,0.0011674706762678853,0.0019235728769567684,0,0.0,73,1.4241476957730088,1.561598852259058,30,210.80000000000007,122.9353217481995,476.3103448275863,460.1592755323984,10,2,1,1,0.06666666666666667,0.8,23.201856148491874,0.6333333333333333,3.774193548387097,11.407579273008507,30,476.3103448275863,210.80000000000007,0.0,0.0,1,134,0,4,0
9.0,0,9228ead9-f180-4529-9def-39defa05d48a,adversarial_bot,adversarial_bot,1,0.621195041470346,1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.5829.10 Safari/537.36",t13d1516h2_8daaf6152771_d8a2da3f94cd,masked,105,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1516h2,0.4444444444444444,1,0,3.7817536555801703,1,0,0,0,2,2,8.0,4.0,0,0,Linux x86_64,0,0,1,0,0,0,20,0,20,1499.0,0.0,0.0133422281521014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,10,73.5,42.28534024931099,158.33333333333334,116.53230358049986,4,0,0,1,0.0,1.0,80.0533689126084,1.0,0.0,13.3422281521014,10,158.33333333333334,73.5,0.0,0.0,1,223,4,2,0
9.0,0,1775f787-c8a8-4bdc-93b7-c66fa541c6db,adversarial_bot,adversarial_bot,1,1.0,1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.6476.125 Safari/537.36",t13d1517h2_8daaf6152771_b6f405a00624,masked,106,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1517h2,0.4444444444444444,1,0,3.8327315156807114,1,0,0,0,2,2,4.0,16.0,0,0,Linux x86_64,0,0,1,0,0,79,0,0,79,3242.0,0.024367674275138803,0.0,2.2788219388320328,0.6602109511360743,0.28971590095997274,0.0021494459724449334,0.0038328283952035165,0.025619231057937706,7.936403576743064e-06,0.0007523937479975308,0.0021835257099745314,0.0035576405011019606,1,702.0,49,1.0241271907486602,1.1503350713781573,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,79.0,24.367674275138803,0,0.0,0.0,0.012658227848101266,0.0,1,248,5,2,0
9.0,0,97e2e018-fac7-4d72-879e-19d52c30da7c,adversarial_bot,adversarial_bot,1,0.8357891608486112,1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.3679.161 Safari/537.36",t13d1516h2_8daaf6152771_d8a2da3f94cd,masked,122,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1516h2,0.4444444444444444,1,0,3.7817536555801703,1,0,0,0,2,2,8.0,8.0,0,0,MacIntel,0,1,0,0,0,295,82,0,377,30004.000000000004,0.00983202239701373,0.002732968937475003,6.089033598573255,0.7475083477794746,0.12276305191592739,0.0008150745122890946,0.0014943154972170674,0.010396320073678958,1.277753129999739e-06,0.0002754948071983069,0.0008691060511511336,0.0016142544268628717,0,0.0,210,1.6795876772387481,1.847173472218377,41,163.82926829268294,113.27452137240542,701.525,666.2693894927187,9,4,1,1,0.0975609756097561,0.7804878048780488,16.397813624850016,0.5121951219512195,7.023809523809524,12.564991334488733,41,701.525,163.82926829268294,0.0,0.0,1,8,4,3,0
9.0,0,a5d951dc-c6bf-48d6-a299-043d872c3bfc,adversarial_bot,adversarial_bot,1,0.6715723126479785,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.6148.81 Safari/537.36 Edg/140.0.1280.73",t13d1516h2_8daaf6152771_d8a2da3f94cd_a0,masked,133,0,0,0,1,0,0,1,2,1,1,1,2,1,3,0,0,1,39,t13d1516h2,0.4358974358974359,1,0,3.840820259179239,1,0,0,0,2,2,16.0,8.0,0,0,Win32,1,0,0,0,0,107,64,0,171,19316.0,0.005539449161317043,0.0033133153862083247,2.357825218398143,0.6790145285632702,0.2879834023594753,0.0011540484264179146,0.0019799373486370296,0.01061357155883767,3.721614637823524e-06,0.0003380983718665897,0.001209843659975323,0.0019386492850657325,0,0.0,66,1.4340909963779616,1.6242875842093842,32,165.74999999999994,100.01874824251692,554.9354838709677,527.3516263112809,6,6,1,1,0.1875,0.84375,19.879892317249947,0.5625,3.242424242424242,8.852764547525368,32,554.9354838709677,165.74999999999994,0.0,0.0,1,176,4,4,0
9.0,0,51a2cbd9-44aa-4f37-9c3d-d734a37f96aa,adversarial_bot,adversarial_bot,1,0.7521487215790904,1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.4611.174 Safari/537.36",t13d1517h2_8daaf6152771_b6f405a00624_73,masked,122,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,39,t13d1517h2,0.41025641025641024,1,0,3.8459415653387197,1,0,0,0,2,2,8.0,16.0,0,0,MacIntel,0,1,0,0,0,82,24,0,106,11100.0,0.007387387387387387,0.002162162162162162,3.337975567401132,0.7568731003279215,0.22674614749118877,0.0016840091661903232,0.0018052252476388256,0.008791803284233683,3.056088801497999e-05,0.0009561544069866531,0.0015183343195359098,0.001669348144523403,1,1979.0000000000005,49,2.162494676471405,2.1120241431817375,12,203.4166666666666,134.62940387927466,729.2727272727271,583.1952878767564,1,0,0,1,0.0,0.9166666666666666,12.972972972972972,1.0,6.3076923076923075,9.54954954954955,12,729.2727272727271,203.4166666666666,0.012195121951219513,0.0,1,64,5,3,0
9.0,0,35b9c8f0-e347-4002-8035-39eea89623c9,adversarial_bot,adversarial_bot,1,0.634355128308166,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.2704.131 Safari/537.36",t13d5759h2_802fa8d31425_b15e1c6704c1,masked,116,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d5759h2,0.5277777777777778,1,0,4.048688113203415,1,0,0,0,2,2,16.0,8.0,0,0,Win32,1,0,0,0,0,164,0,0,164,1878.0,0.08732694355697551,0.0,4.134317707173941,0.6205778597404197,0.15010405675006108,0.004765652501035562,0.008708335562222919,0.07166723449387455,6.14451804788779e-05,0.0017979755419311782,0.004579294499070926,0.008202219724449726,0,0.0,117,1.1521606717721349,1.3354205397141312,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,164.0,87.32694355697551,0,0.0,0.0,0.0,0.0,1,143,19,4,0
9.0,0,8848523b-c1d0-452a-b17d-ea1e03236366,adversarial_bot,adversarial_bot,1,1.0,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6607.145 Safari/537.36",t13d3558h2_2f08b86d9601_c6edb4f02173,masked,116,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d3558h2,0.5,1,0,4.023141320466082,1,0,0,0,2,2,12.0,16.0,0,0,Win32,1,0,0,0,0,174,80,0,254,11843.0,0.014692223254243013,0.006755045174364604,4.108995906932627,0.7325101842295436,0.1782698743977002,0.0022068495445045524,0.002739502151144926,0.01388092215956851,4.820217344344333e-05,0.0010895825267709792,0.002193409027202982,0.0027662652074772367,1,910.0,102,2.334975660218852,2.434756464483725,40,124.04999999999998,76.54637483251575,274.61538461538464,274.2914990115084,14,2,1,1,0.05,0.975,40.53027104618762,0.45,4.2439024390243905,21.447268428607618,40,274.61538461538464,124.04999999999998,0.005747126436781609,0.0,1,101,14,4,0
